,title,artist,genre,year,added,bpm,energy,danceability,db,liveness,valence,duration,acousticness,speechiness,popularity,country
377,Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,1969-12-31,119.0,65.0,32.0,-6.0,24.0,47.0,272,50.0,3.0,86,canada
378,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,1969-12-31,140.0,67.0,36.0,-8.0,73.0,41.0,268,36.0,5.0,86,canada
379,Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,canada
380,Feliz Navidad,José Feliciano,latin pop,2001,1969-12-31,149.0,86.0,49.0,-7.0,35.0,96.0,182,53.0,4.0,85,canada
381,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,1969-12-31,147.0,76.0,69.0,-5.0,18.0,96.0,144,42.0,3.0,85,canada
382,Winter Wonderland,Tony Bennett,adult standards,1968,1969-12-31,115.0,37.0,45.0,-14.0,8.0,63.0,134,83.0,4.0,85,canada
383,"Baby, It's Cold Outside",Brett Eldredge,contemporary country,2016,1969-12-31,114.0,57.0,58.0,-5.0,27.0,68.0,174,74.0,4.0,85,canada
384,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,canada
385,I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,1969-12-31,129.0,71.0,58.0,-8.0,82.0,61.0,181,26.0,5.0,84,canada
386,Joy To The World,Nat King Cole,adult standards,1962,1969-12-31,102.0,34.0,55.0,-10.0,11.0,66.0,85,82.0,3.0,84,canada
387,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,adult standards,2006,1969-12-31,102.0,25.0,57.0,-15.0,20.0,41.0,166,81.0,3.0,84,canada
388,A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,1998,1969-12-31,140.0,37.0,67.0,-13.0,10.0,86.0,133,59.0,3.0,83,canada
389,Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,1969-12-31,180.0,58.0,51.0,-11.0,18.0,87.0,242,36.0,4.0,83,canada
390,Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,canada
391,Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,1969-12-31,126.0,76.0,34.0,-7.0,8.0,36.0,166,39.0,5.0,82,canada
392,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,1969-12-31,110.0,10.0,61.0,-14.0,8.0,34.0,136,80.0,4.0,81,canada
393,What Christmas Means To Me,Stevie Wonder,adult standards,1967,1969-12-31,167.0,54.0,48.0,-10.0,8.0,82.0,147,24.0,4.0,80,canada
394,"Baby, It's Cold Outside",Dean Martin,adult standards,1959,1969-12-31,130.0,20.0,47.0,-16.0,5.0,54.0,144,88.0,6.0,79,canada
395,I'll Be Home for Christmas,Michael Bublé,adult standards,2011,1969-12-31,82.0,11.0,25.0,-14.0,16.0,15.0,268,94.0,3.0,78,canada
396,Sleigh Ride,The Ronettes,adult standards,2019,1969-12-31,92.0,77.0,53.0,-7.0,32.0,85.0,181,40.0,3.0,77,canada
397,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,1969-12-31,123.0,40.0,59.0,-7.0,4.0,42.0,172,79.0,5.0,75,canada
398,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,1969-12-31,123.0,58.0,71.0,-6.0,14.0,83.0,162,70.0,6.0,75,canada
399,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,1969-12-31,102.0,71.0,76.0,-10.0,8.0,96.0,224,16.0,3.0,69,canada
400,Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,germany
401,ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,germany
402,All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,germany
403,Falling,Trevor Daniel,alternative r&b,2018,1969-12-31,127.0,43.0,78.0,-9.0,9.0,24.0,159,12.0,4.0,97,germany
404,Blinding Lights,The Weeknd,canadian contemporary r&b,2019,1969-12-31,171.0,80.0,51.0,-4.0,9.0,35.0,202,0.0,6.0,96,germany
405,Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,germany
406,Ride It,Regard,pop edm,2019,1969-12-31,118.0,75.0,88.0,-4.0,11.0,88.0,158,18.0,9.0,95,germany
407,Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,1969-12-31,147.0,61.0,33.0,-11.0,77.0,40.0,214,32.0,3.0,92,germany
408,Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,germany
409,Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,germany
410,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,germany
411,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,1969-12-31,95.0,51.0,77.0,-9.0,7.0,77.0,228,32.0,3.0,91,germany
412,Ayy Macarena,Tyga,pop rap,2019,1969-12-31,96.0,63.0,82.0,-6.0,7.0,72.0,132,13.0,23.0,90,germany
413,Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,1969-12-31,75.0,18.0,44.0,-9.0,32.0,34.0,171,96.0,4.0,89,germany
414,Underneath the Tree,Kelly Clarkson,dance pop,2013,1969-12-31,160.0,81.0,51.0,-5.0,21.0,69.0,230,0.0,5.0,88,germany
415,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,1969-12-31,129.0,84.0,67.0,-4.0,11.0,84.0,126,61.0,3.0,88,germany
417,Christmas Lights,Coldplay,permanent wave,2010,1969-12-31,131.0,42.0,31.0,-9.0,8.0,24.0,242,13.0,3.0,87,germany
418,Step Into Christmas,Elton John,glam rock,1973,1969-12-31,140.0,93.0,53.0,-6.0,31.0,82.0,272,10.0,4.0,87,germany
419,Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,germany
420,Feliz Navidad,José Feliciano,latin pop,2001,1969-12-31,149.0,86.0,49.0,-7.0,35.0,96.0,182,53.0,4.0,85,germany
421,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,germany
422,My Only Wish (This Year),Britney Spears,dance pop,2019,1969-12-31,147.0,73.0,67.0,-7.0,20.0,68.0,255,23.0,3.0,84,germany
423,Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,1959,1969-12-31,136.0,20.0,48.0,-17.0,9.0,86.0,136,92.0,3.0,84,germany
424,Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,1969-12-31,180.0,58.0,51.0,-11.0,18.0,87.0,242,36.0,4.0,83,germany
425,COLT,Samra,german hip hop,2019,1969-12-31,90.0,53.0,54.0,-6.0,10.0,18.0,180,35.0,43.0,83,germany
426,Der Bratan bleibt der gleiche,Capital Bra,german hip hop,2019,1969-12-31,96.0,70.0,61.0,-4.0,57.0,67.0,192,13.0,37.0,83,germany
427,Roller,Apache 207,german hip hop,2019,1969-12-31,128.0,76.0,94.0,-6.0,19.0,68.0,157,3.0,17.0,82,germany
428,Hallelujah,Pentatonix,a cappella,2016,1969-12-31,119.0,38.0,32.0,-7.0,34.0,37.0,269,45.0,4.0,82,germany
429,2002,Sido,german hip hop,2019,1969-12-31,160.0,69.0,66.0,-8.0,10.0,49.0,237,21.0,24.0,82,germany
430,Doch in der Nacht,Apache 207,german hip hop,2019,1969-12-31,131.0,83.0,90.0,-7.0,21.0,71.0,192,12.0,7.0,81,germany
431,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,1969-12-31,83.0,42.0,30.0,-9.0,23.0,34.0,262,21.0,3.0,80,germany
432,Alien,RIN,german cloud rap,2019,1969-12-31,138.0,60.0,84.0,-6.0,11.0,85.0,209,30.0,6.0,80,germany
434,200 km/h,Apache 207,german hip hop,2019,1969-12-31,148.0,67.0,90.0,-6.0,11.0,41.0,163,27.0,16.0,79,germany
435,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,1969-12-31,134.0,48.0,86.0,-7.0,12.0,46.0,176,29.0,6.0,79,germany
436,Merry Xmas Everybody,Slade,album rock,1973,1969-12-31,130.0,80.0,41.0,-3.0,18.0,47.0,223,22.0,4.0,79,germany
437,110,Capital Bra,german hip hop,2019,1969-12-31,179.0,75.0,48.0,-5.0,10.0,42.0,195,53.0,43.0,76,germany
438,Nur zur Info,Ufo361,german cloud rap,2019,1969-12-31,89.0,37.0,73.0,-12.0,11.0,23.0,142,17.0,44.0,75,germany
439,Mit Dir,Loredana,kosovan pop,2019,1969-12-31,196.0,53.0,75.0,-6.0,6.0,64.0,158,16.0,34.0,75,germany
440,Christmas Time,Bryan Adams,album rock,2019,1969-12-31,77.0,58.0,50.0,-4.0,10.0,32.0,243,47.0,3.0,72,germany
441,Keine Liebe,RIN,german cloud rap,2019,1969-12-31,104.0,80.0,80.0,-5.0,31.0,57.0,198,13.0,4.0,72,germany
442,The Best Side Of Life,Sarah Connor,german pop,2006,1969-12-31,91.0,63.0,63.0,-5.0,12.0,55.0,229,56.0,3.0,72,germany
443,In der Weihnachtsbäckerei,Rolf Zuckowski,german pop,1987,1969-12-31,146.0,45.0,82.0,-9.0,20.0,92.0,173,49.0,4.0,72,germany
444,STAR,Nimo,german hip hop,2019,1969-12-31,108.0,82.0,81.0,-5.0,17.0,60.0,162,38.0,9.0,71,germany
445,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,1969-12-31,102.0,71.0,76.0,-10.0,8.0,96.0,224,16.0,3.0,69,germany
446,Vor der Tür,Gzuz,deep german hip hop,2019,1969-12-31,101.0,73.0,86.0,-6.0,10.0,20.0,171,2.0,19.0,63,germany
447,KEIN SCHLAF,Nimo,german hip hop,2019,1969-12-31,174.0,70.0,61.0,-6.0,12.0,43.0,200,31.0,17.0,61,germany
448,KARMA,Nimo,german hip hop,2019,1969-12-31,160.0,64.0,69.0,-6.0,33.0,53.0,255,14.0,8.0,59,germany
449,Skifahren,The Cratez,german hip hop,2019,1969-12-31,134.0,71.0,72.0,-7.0,15.0,44.0,163,22.0,25.0,51,germany
450,Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,colombia
451,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,1969-12-31,105.0,72.0,72.0,-7.0,24.0,67.0,222,3.0,7.0,97,colombia
452,Tusa,KAROL G,latin,2019,1969-12-31,101.0,72.0,80.0,-3.0,6.0,57.0,201,30.0,30.0,96,colombia
453,China,Anuel AA,latin,2019,1969-12-31,105.0,81.0,79.0,-4.0,8.0,61.0,302,8.0,9.0,94,colombia
454,Vete,Bad Bunny,latin,2019,1969-12-31,92.0,67.0,89.0,-4.0,10.0,53.0,192,4.0,19.0,94,colombia
455,Fantasias,Rauw Alejandro,latin,2019,1969-12-31,94.0,70.0,88.0,-4.0,6.0,79.0,200,14.0,7.0,93,colombia
456,LA CANCIÓN,J Balvin,latin,2019,1969-12-31,176.0,65.0,75.0,-6.0,11.0,43.0,243,15.0,32.0,93,colombia
457,Callaita,Bad Bunny,latin,2019,1969-12-31,176.0,62.0,61.0,-5.0,24.0,24.0,251,60.0,31.0,92,colombia
458,Adicto (with Anuel AA & Ozuna),Tainy,pop reggaeton,2019,1969-12-31,80.0,84.0,73.0,-5.0,18.0,62.0,271,2.0,7.0,92,colombia
459,Whine Up,Nicky Jam,latin,2019,1969-12-31,105.0,67.0,82.0,-6.0,10.0,66.0,215,5.0,8.0,91,colombia
460,Que Tire Pa Lante,Daddy Yankee,latin,2019,1969-12-31,94.0,90.0,66.0,-3.0,12.0,71.0,211,5.0,4.0,91,colombia
461,Quizas,Rich Music LTD,reggaeton,2019,1969-12-31,176.0,82.0,73.0,-2.0,23.0,68.0,216,3.0,15.0,90,colombia
462,Indeciso,Reik,latin,2019,1969-12-31,95.0,75.0,74.0,-5.0,11.0,90.0,217,18.0,5.0,90,colombia
463,Tutu,Camilo,colombian pop,2019,1969-12-31,146.0,83.0,73.0,-3.0,7.0,94.0,179,27.0,5.0,90,colombia
464,Si Te Vas,Sech,panamanian pop,2019,1969-12-31,174.0,64.0,73.0,-4.0,14.0,55.0,205,9.0,13.0,90,colombia
465,Aventura,Lunay,latin,2019,1969-12-31,92.0,73.0,73.0,-3.0,10.0,88.0,217,22.0,4.0,90,colombia
466,Hola - Remix,Dalex,latin,2019,1969-12-31,182.0,67.0,65.0,-6.0,8.0,34.0,250,47.0,31.0,89,colombia
467,Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,colombia
468,No Me Conoce - Remix,Jhay Cortez,latin,2019,1969-12-31,92.0,79.0,81.0,-4.0,9.0,58.0,309,14.0,7.0,88,colombia
469,QUE PRETENDES,J Balvin,latin,2019,1969-12-31,93.0,79.0,64.0,-4.0,36.0,94.0,222,3.0,25.0,88,colombia
470,Con Altura,ROSALÍA,r&b en espanol,2019,1969-12-31,98.0,69.0,88.0,-4.0,5.0,75.0,162,39.0,12.0,88,colombia
471,0.95833333333333337,Maluma,latin,2019,1969-12-31,96.0,71.0,78.0,-5.0,9.0,68.0,176,22.0,28.0,88,colombia
472,Blanco,J Balvin,latin,2019,1969-12-31,100.0,71.0,87.0,-5.0,9.0,59.0,146,3.0,13.0,87,colombia
473,Qué Pena,Maluma,latin,2019,1969-12-31,126.0,66.0,64.0,-6.0,34.0,86.0,213,10.0,36.0,87,colombia
474,Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,1969-12-31,90.0,54.0,73.0,-5.0,14.0,64.0,227,26.0,5.0,87,colombia
475,Bellaquita - Remix,Dalex,latin,2019,1969-12-31,166.0,72.0,80.0,-4.0,18.0,76.0,305,14.0,8.0,87,colombia
476,Sigues Con El,Dimelo Flow,latin,2019,1969-12-31,88.0,67.0,88.0,-3.0,7.0,68.0,227,11.0,11.0,83,colombia
478,Soltera - Remix,Lunay,latin,2019,1969-12-31,92.0,78.0,80.0,-4.0,44.0,80.0,266,36.0,4.0,80,colombia
479,Alguien Me Gusta,Andy Rivera,latin,2019,1969-12-31,93.0,52.0,67.0,-4.0,37.0,81.0,169,45.0,4.0,70,colombia
480,Dulce Pecado,Jessi Uribe,colombian pop,2019,1969-12-31,176.0,51.0,64.0,-4.0,13.0,77.0,175,61.0,5.0,63,colombia
481,En Barranquilla Me Quedo,Joe Arroyo,cumbia,2009,1969-12-31,104.0,79.0,62.0,-6.0,9.0,75.0,312,18.0,5.0,63,colombia
482,Los sabanales,Calixto Ochoa,cumbia,1971,1969-12-31,124.0,70.0,80.0,-6.0,3.0,78.0,162,10.0,4.0,58,colombia
483,Traicionera,Pastor Lopez,cumbia,2012,1969-12-31,130.0,59.0,78.0,-5.0,19.0,96.0,215,53.0,4.0,55,colombia
484,La Noche,Joe Arroyo,cumbia,1999,1969-12-31,106.0,68.0,73.0,-5.0,6.0,83.0,264,25.0,4.0,55,colombia
485,Adonay,Rodolfo Aicardi,classic colombian pop,2014,1969-12-31,118.0,66.0,76.0,-6.0,6.0,97.0,187,67.0,5.0,54,colombia
486,El Hijo Ausente,Pastor Lopez,cumbia,2012,1969-12-31,107.0,73.0,76.0,-6.0,13.0,85.0,173,63.0,6.0,54,colombia
487,Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,1969-12-31,103.0,77.0,76.0,-7.0,11.0,96.0,243,18.0,4.0,54,colombia
488,Aventurero,Yeison Jimenez,colombian pop,2019,1969-12-31,93.0,63.0,85.0,-4.0,13.0,90.0,190,51.0,3.0,54,colombia
489,Loquito por Ti,Armando Hernandez,chicha,2012,1969-12-31,107.0,76.0,79.0,-4.0,5.0,86.0,287,41.0,12.0,54,colombia
490,Las Cuatro Fiestas,Diomedes Diaz,cumbia,2006,1969-12-31,131.0,92.0,51.0,-5.0,15.0,97.0,275,16.0,26.0,54,colombia
491,Cariñito,Rodolfo Aicardi,classic colombian pop,2012,1969-12-31,106.0,57.0,68.0,-6.0,8.0,95.0,227,82.0,3.0,53,colombia
492,Golpe Con Golpe,Pastor Lopez,cumbia,2012,1969-12-31,102.0,62.0,75.0,-7.0,6.0,97.0,214,60.0,6.0,53,colombia
493,Ojitos Hechiceros,Rodolfo Aicardi,classic colombian pop,2012,1969-12-31,107.0,69.0,79.0,-7.0,14.0,62.0,220,11.0,4.0,52,colombia
494,La Burrita,Los Corraleros De Majagual,cumbia,2012,1969-12-31,127.0,63.0,86.0,-5.0,8.0,95.0,157,46.0,10.0,51,colombia
495,Daniela,Rodolfo Aicardi,classic colombian pop,2012,1969-12-31,142.0,56.0,62.0,-7.0,18.0,93.0,198,52.0,3.0,51,colombia
496,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,1969-12-31,100.0,83.0,60.0,-6.0,8.0,98.0,150,85.0,13.0,49,colombia
497,El Jornalero (El Hijo de Tuta),Lisandro Meza,cumbia,2001,1969-12-31,95.0,72.0,85.0,-5.0,16.0,96.0,244,7.0,6.0,49,colombia
498,Las Caleñas,Pastor Lopez Y Su Combo,cumbia,2010,1969-12-31,204.0,74.0,55.0,-7.0,8.0,94.0,212,34.0,10.0,48,colombia
499,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,1969-12-31,112.0,79.0,79.0,-4.0,4.0,70.0,211,64.0,4.0,45,colombia
500,Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,chile
501,All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,chile
502,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,1969-12-31,105.0,72.0,72.0,-7.0,24.0,67.0,222,3.0,7.0,97,chile
503,Tusa,KAROL G,latin,2019,1969-12-31,101.0,72.0,80.0,-3.0,6.0,57.0,201,30.0,30.0,96,chile
504,Vete,Bad Bunny,latin,2019,1969-12-31,92.0,67.0,89.0,-4.0,10.0,53.0,192,4.0,19.0,94,chile
505,China,Anuel AA,latin,2019,1969-12-31,105.0,81.0,79.0,-4.0,8.0,61.0,302,8.0,9.0,94,chile
506,Fantasias,Rauw Alejandro,latin,2019,1969-12-31,94.0,70.0,88.0,-4.0,6.0,79.0,200,14.0,7.0,93,chile
507,LA CANCIÓN,J Balvin,latin,2019,1969-12-31,176.0,65.0,75.0,-6.0,11.0,43.0,243,15.0,32.0,93,chile
508,Adicto (with Anuel AA & Ozuna),Tainy,pop reggaeton,2019,1969-12-31,80.0,84.0,73.0,-5.0,18.0,62.0,271,2.0,7.0,92,chile
509,Callaita,Bad Bunny,latin,2019,1969-12-31,176.0,62.0,61.0,-5.0,24.0,24.0,251,60.0,31.0,92,chile
510,Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,chile
511,Whine Up,Nicky Jam,latin,2019,1969-12-31,105.0,67.0,82.0,-6.0,10.0,66.0,215,5.0,8.0,91,chile
512,Que Tire Pa Lante,Daddy Yankee,latin,2019,1969-12-31,94.0,90.0,66.0,-3.0,12.0,71.0,211,5.0,4.0,91,chile
513,Aventura,Lunay,latin,2019,1969-12-31,92.0,73.0,73.0,-3.0,10.0,88.0,217,22.0,4.0,90,chile
514,Quizas,Rich Music LTD,reggaeton,2019,1969-12-31,176.0,82.0,73.0,-2.0,23.0,68.0,216,3.0,15.0,90,chile
515,Si Te Vas,Sech,panamanian pop,2019,1969-12-31,174.0,64.0,73.0,-4.0,14.0,55.0,205,9.0,13.0,90,chile
516,Tutu,Camilo,colombian pop,2019,1969-12-31,146.0,83.0,73.0,-3.0,7.0,94.0,179,27.0,5.0,90,chile
517,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,1969-12-31,92.0,76.0,78.0,-3.0,14.0,58.0,201,46.0,23.0,90,chile
518,Hola - Remix,Dalex,latin,2019,1969-12-31,182.0,67.0,65.0,-6.0,8.0,34.0,250,47.0,31.0,89,chile
519,No Me Conoce - Remix,Jhay Cortez,latin,2019,1969-12-31,92.0,79.0,81.0,-4.0,9.0,58.0,309,14.0,7.0,88,chile
520,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,1969-12-31,170.0,71.0,74.0,-4.0,8.0,83.0,259,5.0,9.0,88,chile
521,Otro Trago - Remix,Sech,panamanian pop,2019,1969-12-31,176.0,79.0,73.0,-2.0,6.0,76.0,288,7.0,20.0,88,chile
522,QUE PRETENDES,J Balvin,latin,2019,1969-12-31,93.0,79.0,64.0,-4.0,36.0,94.0,222,3.0,25.0,88,chile
523,Bellaquita - Remix,Dalex,latin,2019,1969-12-31,166.0,72.0,80.0,-4.0,18.0,76.0,305,14.0,8.0,87,chile
524,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,latin,2019,1969-12-31,88.0,65.0,75.0,-3.0,11.0,48.0,233,11.0,7.0,85,chile
525,Si Se Da - Remix,Myke Towers,latin,2019,1969-12-31,94.0,67.0,82.0,-6.0,13.0,77.0,332,44.0,30.0,85,chile
526,Cuerpo en Venta,Noriel,latin,2019,1969-12-31,92.0,60.0,70.0,-6.0,10.0,41.0,254,16.0,30.0,85,chile
527,Feliz Navidad,José Feliciano,latin pop,2001,1969-12-31,149.0,86.0,49.0,-7.0,35.0,96.0,182,53.0,4.0,85,chile
528,Verte Ir,DJ Luian,latin,2019,1969-12-31,96.0,65.0,86.0,-4.0,8.0,55.0,268,39.0,10.0,85,chile
529,Fantasía,Ozuna,latin,2019,1969-12-31,180.0,72.0,70.0,-6.0,9.0,78.0,175,23.0,9.0,84,chile
530,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,chile
531,Sigues Con El,Dimelo Flow,latin,2019,1969-12-31,88.0,67.0,88.0,-3.0,7.0,68.0,227,11.0,11.0,83,chile
532,105 F Remix,KEVVO,perreo,2019,1969-12-31,100.0,75.0,90.0,-7.0,29.0,74.0,464,37.0,16.0,83,chile
533,B11 (feat. Myke Towers),Rvssian,latin,2019,1969-12-31,100.0,72.0,76.0,-5.0,13.0,20.0,252,7.0,12.0,83,chile
534,Perreo en La Luna,Rich Music LTD,reggaeton,2019,1969-12-31,174.0,76.0,71.0,-4.0,37.0,72.0,219,27.0,29.0,83,chile
535,Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,chile
536,Piensan,Myke Towers,latin,2019,1969-12-31,172.0,72.0,68.0,-4.0,11.0,79.0,173,54.0,6.0,82,chile
537,No Te Debí Besar,C. Tangana,trap espanol,2019,1969-12-31,75.0,68.0,67.0,-6.0,18.0,62.0,183,13.0,32.0,82,chile
538,Si Supieras,Daddy Yankee,latin,2019,1969-12-31,184.0,89.0,69.0,-2.0,10.0,62.0,242,29.0,12.0,82,chile
539,Coronao Now,El Alfa,dembow,2019,1969-12-31,118.0,73.0,94.0,-8.0,18.0,72.0,218,15.0,25.0,81,chile
540,Soltera - Remix,Lunay,latin,2019,1969-12-31,92.0,78.0,80.0,-4.0,44.0,80.0,266,36.0,4.0,80,chile
541,Imaginaste - Remix,Jhay Cortez,latin,2019,1969-12-31,90.0,71.0,85.0,-5.0,34.0,60.0,247,4.0,9.0,79,chile
542,Piropo,Noriel,latin,2019,1969-12-31,94.0,75.0,87.0,-6.0,4.0,77.0,220,12.0,7.0,78,chile
543,Infeliz,Arcangel,latin,2019,1969-12-31,176.0,80.0,71.0,-3.0,25.0,72.0,221,37.0,22.0,74,chile
544,La Cama,Lunay,latin,2019,1969-12-31,174.0,90.0,70.0,-3.0,18.0,82.0,189,20.0,6.0,74,chile
545,Mami,Paloma Mami,latin pop,2019,1969-12-31,95.0,72.0,80.0,-6.0,17.0,51.0,195,15.0,5.0,73,chile
546,Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,1969-12-31,170.0,85.0,52.0,-2.0,33.0,72.0,116,38.0,19.0,70,chile
547,"Navidad, Navidad",Luis Miguel,bolero,2006,1969-12-31,173.0,84.0,52.0,-4.0,16.0,75.0,155,36.0,15.0,69,chile
548,Algún Día Volveras,Santaferia,cumbia chilena,2018,1969-12-31,94.0,71.0,65.0,-4.0,5.0,69.0,254,37.0,3.0,68,chile
549,Blanca Navidad,Luis Miguel,bolero,2006,1969-12-31,90.0,40.0,36.0,-11.0,7.0,18.0,212,73.0,3.0,67,chile
550,Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,spain
551,ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,spain
552,All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,spain
553,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,1969-12-31,105.0,72.0,72.0,-7.0,24.0,67.0,222,3.0,7.0,97,spain
554,Tusa,KAROL G,latin,2019,1969-12-31,101.0,72.0,80.0,-3.0,6.0,57.0,201,30.0,30.0,96,spain
555,Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,spain
556,Vete,Bad Bunny,latin,2019,1969-12-31,92.0,67.0,89.0,-4.0,10.0,53.0,192,4.0,19.0,94,spain
557,China,Anuel AA,latin,2019,1969-12-31,105.0,81.0,79.0,-4.0,8.0,61.0,302,8.0,9.0,94,spain
558,Fantasias,Rauw Alejandro,latin,2019,1969-12-31,94.0,70.0,88.0,-4.0,6.0,79.0,200,14.0,7.0,93,spain
559,Adicto (with Anuel AA & Ozuna),Tainy,pop reggaeton,2019,1969-12-31,80.0,84.0,73.0,-5.0,18.0,62.0,271,2.0,7.0,92,spain
560,Callaita,Bad Bunny,latin,2019,1969-12-31,176.0,62.0,61.0,-5.0,24.0,24.0,251,60.0,31.0,92,spain
561,Whine Up,Nicky Jam,latin,2019,1969-12-31,105.0,67.0,82.0,-6.0,10.0,66.0,215,5.0,8.0,91,spain
562,Indeciso,Reik,latin,2019,1969-12-31,95.0,75.0,74.0,-5.0,11.0,90.0,217,18.0,5.0,90,spain
563,Aventura,Lunay,latin,2019,1969-12-31,92.0,73.0,73.0,-3.0,10.0,88.0,217,22.0,4.0,90,spain
564,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,1969-12-31,92.0,76.0,78.0,-3.0,14.0,58.0,201,46.0,23.0,90,spain
565,Si Te Vas,Sech,panamanian pop,2019,1969-12-31,174.0,64.0,73.0,-4.0,14.0,55.0,205,9.0,13.0,90,spain
